Test #,Build #,Category,Test Case,Expected Result,Actual Result,Repeatable?,Blocker?,Test Owner
4,02/24/2024,Login,annoying login procedure,login should persist on the same environment for considerable time,you must login using the off-tab with multiple authorizations back to back every time you want to launch the game,yes,no,Sungbin Cho
1,02/25/2024,Game,user case: changing turns,Phase/Turn change button needing to be pressed for each transition,The turns automatically changed until reaching my main phase,yes,yes,Nolan Mendoza
,02/25/2024,Main Page,user case: card switching animation clunky,I thought it would switch only when I pressed the arrows or at least pause when hovering or clicking on one of the cards,Cards automatically rotate,yes,no,Vincent Fearing
1,02/25/2024,Game,Exiting out of full screen view.,"Expected cards to stay legible, without changing size.",Cards became smaller and unclear to read.,yes,no,Erin Maldonado
2,02/25/2024,Game,"Hiring guardians takes two clicks, each in different locations. The second click does not look like a confirmation.",Select a guardian to hire and confirm.,"Select a guardian to hire and click button above text ""HIRE"".",yes,no,Erin Maldonado
0,02/25/2024,UI/Game/Attack/Victory,Can't see what I am clicking on when attacking enemy base/hero near Victory,Click on/attack an enemy base or hero,Clicked on a gray bar at the top of the screen,Yes,Yes/no,Craig Edmondson
1,02/25/2024,UI/Game,Mouse feels too small,"Mouse size is proportional to what is going on in the game (large rectangle characters, large buttons)",Mouse is small and doesn't connect with the game enough,Yes,,Craig Edmondson
4,02/25/2024,Elders gate,user case:time takes too long,Matcmaking Arena,Cancel: found no players,yes,no,Moises Alvarez
5,02/25/2024,Adventures,usercase: AI player takes long,training mode,AI not responding/exit tutorial,Yes,no,Moises Alvarez
1,02/25/2024,Game,Trying to play/test the game,Playable latency,Latency is way too high to play,yes,Yes,Joshua alvarado
5,02/25/2024,Game,"Bug: I tried playing the against AI Opp. in the Adventure mode, and the whole thing bugged out",Playable screen as I was able to do so in the first tutorial,"The screen went haywire, I tried this twice and the same thing happened the second time as well",yes,yes,Haylee Allen
2,02/20/2024,Tutorial Game Instructions,Instructions slide too fast,Show a little more time,Go away too fast,Yes,No,Sayra Reyes
,02/23/2024,Game,Visual bug where when playing a card all the played cards on the field clip through the floor briefly,Based on the movement that all the cards would bounce up for a second based on the force in which the card being played,Cards appeared to be shaking and clipped through the floor,Yes,no,Nikolas Martell
2,02/25/2024,Game,Game way too glitchy on Macbook pro using Safari; Couldn't even pick a card; Decided to reload the window and it took me back to login page.,Smooth card picking operation,Doesn't let me pick card due to lag,Yes,no,Mohammad Asim Sheikh
2,02/22/2024,UI (Deck Builder),Adding card to deck adds it.,Card is added to deck.,"Cards add until a previously added card is removed, then they don't add.",Yes,Yes,Jason Ross
3,02/22/2024,Game (Training Mode),AI oppoenent attacks dynamically.,AI opponent will attack in a mathematically efficent way to best win the game.,AI opponent will only attack from left to right (user POV).,Yes,No,Jason Ross
1,10/08/2024,Login,"clicking on ""realm to explore/Skale"" does not have anything pop up until clicked a few dozen times","Clicking on ""Skale"" should give me a prompt to connect my wallet",took a while to actually open the prompt,yes,no,Daniel Bautista
,10/08/2024,Game,Extremely High Latency <1000,>100 latency,<1000 Latency,yes,yes,Daniel Bautista
1,10/08/2024,Login,Login page for wallet seems unhelpful.,"Either for the site to redirect me to the extentions instalition page, or to open up the extention if it was installed","A popup that shows a usless QR code for mobile divices and a bucnch of desktop apps, that is not very useful for non-crypto users.",Yes,No,Matthew Bellman
4,10/08/2024,Deck Tutorial,"The srcren say to ""Tap anywhere to continue"" even though I'm on a workstation/laptop computer that doen't suport touch controls.","For it to say ""Click anywhere to continue"" instead.","""Tap anywhere to continue"" shows up regrardless.",Yes,No,Matthew Bellman
1,10/06/2024,UI,Tutorial highlights are incorrect/offset,highlights during tutorial prompts would be over buttons,Tutorial highlights are incorrect/offset,yes,no,"
Liam Binell"
1,10/02/2024,Game,"user case: slows during gameplay,  noticed no matter what the cpu usage shoots up (I have a Ryzen 7-solid CPU) causing the game to lag a lot.",Smooth gameplay,Low frame rate,yes,no,Alexander Chakmakian
1,10/07/2024,Game,Latency on different browsers,Latency is the same for all browsers,Firefox and Edge are better than Chrome,yes (whenever queueing for a match),no,Gerardo Espinoza Garcia
1,10/08/2024,Game,"Attempted to re-enter the tutorial, but was required to create a deck first. The avatar obstructed the screen, making it difficult to proceed without randomly tapping around to bypass it.",For the deck-building option to be clearly visible and not obscured by the avatar.,It worked after randomly pressing around the screen.,yes,No,Amgad Fahim
2,04/10/2024,Login/UI/Game/Main Page,"bug: Dialog Box Appearing Repeatedly After Clicking ""No"""," After selecting ""No"" in the dialog box asking about the new player and tutorial, the box should not appear again on subsequent actions."," The dialog box reappears every time the user navigates back to the main page, even after clicking ""No"" once.",yes,no,Malhar Gadhiya
1,02/08/2024,Login/Starting Page, the website layout doesnÕt changes correctly to fit all screen sizes.,website layout should automatically adjust to fit and display correctly on all screen sizes,layout doesn't adjust properly to smaller screen sizes.,yes,no,Mariella G.
4,02/08/2024,UI Fighter essesnse ,The blue highlighted box misleads users when selecting a fighter essence card.,the blue highlighted box should be on top of the card I need to chose,the blue box highlights something else,yes,no,Mariella G.
1,10/07/2024,First Gameplay Tutorial,user case: resizing screen prevents block certain functions/buttons.,Objects will remain functional when resizing.,Was unable to draw a card as the side GUI was infront of it,yes,yes,Sergio Garcia
1,10/07/2024,Deck Builder Tutorial,user case: help suggestion / tutorial blocks appear repetative and uniform.,Starting a game for the first time I want to feel more engaged in the tutorial.,The tutorial descriptions pop up the same way that I get less engaged.,yes,no,Sergio Garcia
2,10/08/2024,Game,"bug: game froze after Player 1 ""Card Passive Effect Activated - Fire Damage#Select One enemy Guardian to Deal 50 Fire Damage""",After passive effect as been activated damage wouldve been afflicted on the enemy card and the game continues.,"Instead the timer and game froze and player was unable to click anything on the board, however surrender and all other side functions remain. ",yes,yes,Sergio Garcia
4,10/04/2024,Game,"
""First Gameplay Tutorial"" is Super Laggy Making the Experience Not Fun.",No Lag or Super High Latency ,Very Laggy and Have Super High Latency,Yes,No,Harutyun Gevoglanyan
3,02/10/2024,Main Page,settings “X” button,exits Settings GUI when clicking “X” button,does not exit Settings GUI when clicking “X” button (only “cancel” button works),yes,no,Christian Kekchidis
2,10/06/2024,UI,Win/Lose doen't change in the profile,Win/Lose should be change as per our Arena game record,Acording to me there is nothing change in our game profile as per considering our Arena win/lose record,Yes,Yes,Naitik Kheni
1,10/07/2024,Login,Bug: QR code when logging in does not work,Use mobile device to connect wallet,"When scanning QR code, ""No usable data is found""",yes,no,Evan Lerman
3,10/07/2024,Login,"Bug: Connection issues (Zerion wallet), when connectiong wallet, mobile says connected , login on desktop seems to freeze",Login in ,Freezing,yes,no,Evan Lerman
9,10/08/2024,UI,User case: the latency units,"expected to know what units my latency is in. ms,sec, microsec.",latency with a number not know what unit its in.,yes,no,derick maradiaga
2,,UI,"Ultra Man collab announcent pop ups
 the 'Latest News' and 'Latest Update' 
buttons do nothing.","To be taken to a news or
updates page.",The buttons did nothing.,yes,no,Michael Metcalf
5,10/08/2024,Main Page,"After selected a deck and selecting 'Edit'
and after removing a card I was unble to
new cards untill I exited and came back.","Being able to add cards to my
deck.","Was unable to add any
cards.",yes,no,Michael Metcalf
1,10/07/2024,Game,No bug in 1st arena battle: using Edge browers,get my ass kicked,kicked bots ass,yes,no,Christopher Morales
2,10/07/2024,Game,no bug 2nd match,to win,got my ass kicked by bot,yes,no,Christopher Morales
5,10/07/2024,Game,no bug this match 4 round,kick bot's ultramen deck to op,kicked bots ass,yes,no,Christopher Morales
1,10/06/2024,Log In. MetaMask/WalletConnect possible connection issue,"When reaching towards ""Skale"" connect option via this route. ""Wallet Login"" -> ""MetaMask"" -> ""Skale"". It seems the mobile option of using WalletConnect is not operational at this time",Expected Result is for the mobile app MetaMask to connect to the game via the QR code prompted,Actual Result is when using the QR code there is an infinite loading indicator on the mobile app,Yes,Yes,Mikel Nuila
,10/06/2024,UI and Game,Clicking and Dragging Guaradian Cards,I could do a quick hire,,yes,no,AB
,09/26/2024,UI ,Resized my window during DB Tutotiral,The DB Menu to Resize too,Only the center of the card description is visible and everything else get's cutoff,yes,no,AB
,09/26/2024,UI,Click while Luna is speaking,Skips the typing animation for her dialogue,Straights up skips her entire dialogue,yes,no,AB
,09/26/2024,UI,"I won a game, so win/loses in profile should reflect that",Profile should show my wins,Shows  I won nothing,yes,no,AB
,09/26/2024,Game,Placing card in main phase while lang is JPN,JPN Dialgoue should say this isn't allowed,"The text box appears, yet there is no text inside ",yes,no,AB
,09/26/2024,Game,Jack's passive effect,If jack's is attack I gain two ultra token,Never even seen the ultra token get activated nor have I noticed the opponent's atatck getting halved,yes,no,AB
1,10/06/2024,Game,User Case: Change graphics resolution,Lower resolution for lower-spec devices,"On High-Res Displays, graphics take too much GPU power",yes,no,Renzo Pereyra
1,10/08/2024,UI\First Gameplay Tutorial,UI interaction following tutorial prompts non responsive or no clear indication of response,When pressing activate card the tutorial plays the card,Game seemed to require multiple clicks to register desire to play card.,yes,Yes,Joshua Planovsky
2,10/08/2024,UI\Deckbuilding Tutorial,Visual highlight element not aligned with add button,Highlight element should be properly aligned with the button.,Button and highlight element not aligned.,yes,no,Joshua Planovsky
4,10/08/2024,Gameplay\UI,Attack values do not visually update based on character effects,Goblin attack values visually increase based on the number of goblins on the field,Attack values visually stay the same which may affect tactics,yes,no,Joshua Planovsky
6,10/09/2024,Gameplay,Game progress halts after certain amount of time spent in a single match,Game should progress smoothly regardless of amount of turns taken.,Game halted on battle phase with timer frozen with buttons still responsive.,yes,yes,Joshua Planovsky
1,10/06/2024,Login/Sign Up,"bug: When selecting Skale blockchain and connecting wallet, the search function wouldn't allow me to type",Type to search specific wallets,wouldn't search and nothing happened,yes,no,Crayn Sanchez
4,10/08/2024,UI,Name change doesn't apply,Name change to apply to UI when in arena,Name is still default one,Yes,No,Robert Stevenson
6,10/08/2024,UI,Starting animation that plays when starting a match texture is broken.,Texture not broken,Texture has holes and ,Yes,No,Robert Stevenson
7,10/08/2024,Text Chat,Copying and pasting a million words locks freezes the game. Copy/Paste Used: https://www.damienelliott.com/1-million-words-ready-to-copy-and-paste-lorem-ipsum/,To not allow large amount of text,Allows and freezes,Yes,Yes,Robert Stevenson
10,10/08/2024,Main Page,Copy & Paste million words into text area of friends tab freezes game,Character Limit,Pastes and freezes,Yes,Yes,Robert Stevenson
1,10/08/2024,Login ,Searching for Wallet doesn't actually search,Search the wallet by keyword,Nothing happened,Yes ,No,Shawn Takhirov
3,10/03/2024,Tutorial 2,if you see the screenshot. Hightlight is not alligned with + button.,Highlight window should be alligned properly,It is not alligned properly,yes,no,Dhruv Vagadiya
4,10/03/2024,Tutorial 2,During the game font theme should be consistent,Consistent font family across the game,There are multiple types of font families present in the game,yes,no,Dhruv Vagadiya
1,10/02/2024,UI/Deck Building,Incorrect grammar,"When I hit the max number of times a card can be used, I expect it to say ""You've only got 1 card""","It says ""You've only got 1 cards""",yes,no,Dakota Wagner
2,,Login/UI/Edit Profile,"Can't use special charcater for username like @, _ ect...     Also changing profile picture takes a while",be able to use special chars and easily change icons ,no special char and slow change of icons,yes,no,Shadi Zgheib
2,10/15/2024,Game,User Case: Timer stopped moving for AI turn after all my cards died.,For me to able to play or being able to get a Defeat screen.,I couldn't continue the second game for that reason.,yes,yes ,Zaid Alabwaini
1,10/14/2024,Main Page,Feedback could have been integrated into the game itself.,"On clicking feedback, a form could pop up on the main page itself.",It redirects to the new tab of google form.,Yes,Yes,Birva Babaria
3,10/14/2024,Edit profile,Changing the player icon is slower than expected.,Player icon should be changed instantly.,It takes few seconds to make an impact to the profile icon,Yes,Yes,Birva Babaria
4,10/14/2024,Main Page,pretty chaotic and overwelming main page,interesting and intriguing main page that is clear but also informative,hard to digest and make sense of,yes,no,Ramita Batchu
5,10/14/2024,UI,I noticed a few buttons to be asymmetrical and not properly lined up,"Buttons to be lined up, symmetrically, visually appealing, easy to digest",slightly unproportional to each other and asymmetrical,yes,no,Ramita Batchu
9,10/15/2024,Arena,The question also has bad grammer.,"It should say ""Are you sure you want to leave the room?""","It says ""Are you sure want to leave the room?""",Yes,No,Matthew Bellman
3,10/14/2024,Main page,"User case: In profile, win/losses is not updating.",win/loses should be updated after every match.,It's remaining same.,Yes,Yes,Axit Bhingradiya
1,10/15/2024,Improvement,AI should play faster,AI should take actions nearly immediately,AI has long pauses between actions,yes,no,Liam Binell
3,10/15/2024,Balance,Gold Economy is not balanced,Gold should limit what I can play,I was unable to run out of gold,yes,no,Liam Binell
4,10/14/2024,Home page,"""Recently Sold"" cards button is not working and soldded cards list not show",Sold out cards list should show in this game,But Recently Sold button is not working,Yes,Yes,Feni Bodar
1,10/11/2024,Main page,ex user case: Game on my gaming desktop makes my CPU run at 100% at game is unplayable. CPU: AMD Ryzen 7 5800X,Game to work smoothly as it runs my other games in 4k,Game freezes or can't load,yes,yes,Alexander Chakmakian
4,10/14/2024,Game,ex user case: Game runs with high framerate on my 120hz laptop display. No framedrop when card animations play.,Game runs smoothly with naturally some frame drops,"No framerate drops, surprisingly smooth gameplay for broswe-run game",yes,no,Alexander Chakmakian
,10/15/2024,Settings,Checking Perspective or Orthographics,can check or uncheck,cannot check or uncheck,Yes,No,Keith Chua
3,10/15/2024,Game,user case: screens for announcing phases are too fast,announcing the phases on the screens should appear and stay long enough to read it (at most 2 seconds),the announcements are too fast to read. Perhaps extending it by a single second could be beneficial,yes,no,Martin Dela Cruz
4,10/15/2024,Game,user case: explain the context of each phase under the announcement or in the middle of that phase,I expect to see a small description of what each phase means.,"since I suggested that the phase-announcements be extended for a bit longer (1 to 2 seconds), there should be a small description (perhaps instructions, such as ""draw a card"" or ""activate any action cards"". This helps me understand why we need two phases instead of one, and what I expect to do in this phase. additionally, this could also be implemented in the tutorial by further elaborating each phase/step of the game.",yes,yes,Martin Dela Cruz
2,10/13/2024,Login/UI/Game/Main Page/Leaderboard,"Bug: The ranking percentage (e.g., ""TOP 2%"") is not clearly visible in the leaderboard due to improper formatting.","The percentage ranking (e.g., ""TOP 2%"") should be displayed clearly, without overlapping or truncation.","The ranking percentage is not readable, making it difficult for users to interpret their leaderboard position.",yes: screenshot attached,no,Malhar Gadhiya
4,10/13/2024,Game,"Issue: Same music every Arena
user case: Background music is repeated 
ad nauseum ",Variety of BGM,Same Song every time,yes,no,Anthony Galindo
1,10/15/2024,FAQ page - Get started ,MetaMask Installing instructions ,"When clicking on the ""here"" in ""Click here to install the MetaMask …""  should open in new webpage, to not lose instructions from EG","When clicking ""here"" it replaces EG instructions to Metamask page. To go back  to the instructions there is a lot of back clicking.",yes,no,Mariella G.
3,10/16/2024,UI enhancement,remove card button alternative,"when # of cards = 0 when adding new cards, the remove button should be greyed/blocked out",the button is still clickable,yes,no,Gerard Gandionco
1,10/15/2024,Game,"enhancement: Include voicelines, text, interaction between player and cards.","After a card has ""retired"" or ""retired"" an opposing card, there would be some sort of interaction that plays out.",The card just gets blown off and feels boring,yes,no,Sergio Garcia
2,10/15/2024,Game,enhancement: winning doesnt feel rewarding.,After winning a game some sort of progress or working towards is attained,Instead you just get a victory screen without anything.,yes,no,Sergio Garcia
4,10/14/2024,Game,"user case: If user chooses to surrender an arena game, maybe instead of instantly exiting a defeat graphic pops up",Defeated graphic pops up,Exits to main menu with a black screen,yes,no,Mauricio Gonzalez
1,10/15/2024,Game,The Game does not clearly indicate the player turns end/change,Next round/rond over signs,Nothing,yes,no,Miguel Hernandez
2,10/15/2024,UI,Text on cards barely readable,be able to read text on card,not able to read card txt,yes,no,Nver Khachoyan
2,10/15/2024,Game,"Enhancement request: allow users to change in-game audio using in-game Setting ""Audio"", lowering or increasing volume","Experience audio changes using in-game setting ""Audio""",The audio volume does not change and it remains the same as before,Yes,No,Kaung Khant
1,10/14/2024,GAME,Sensitivity,It should be normal so that player can control it,"There is too fast sentitivity movement in scrolling,movement",YES,NO,Naitik Kheni
2,10/15/2024,UI,Win/Losses count doesn't update,My win/losses count updating after playing an arena match,Win/Losses still shows 0 / 0,yes,no,Greg Khrom
3,10/15/2024,UI,Ultraman popup too frequent,"A checkbox for ""Do not show again today""",I have to x out of the window every time I visit the main menu,yes,no,Greg Khrom
4,10/15/2024,UI,Player colors are unclear,Player field color matches Turn Phase banner color,"Player field color is blue, but Turn Phase banners are Red",yes,no,Greg Khrom
1,10/15/2024,Game,"User case: No pausing against AI. I was
distracted by a mosquito and wasted
a chunk of my time during my turn.","When I press P, the game
pauses",No pause,Yes,No,Samuel Lee
2,10/15/2024,UI,"bug: free to play cards description details ""Bert & Kurt""",for there to be a & in the title name in the headers. And the title of the passive above the passive detail.,no & in the header for the name of the card and the passive name is missing in the details,yes,no,derick maradiaga
4,10/15/2024,UI,"bug: free to play cards description details   ""Fire Starter Jane""","the right class/role to be displayed in the details ""mage"". the title of the passive above the passive detail.","class/role name is a ""fighter"". the passive name is missing in the details",yes,no,derick maradiaga
7,10/15/2024,UI,"bug: free to play cards description details ""Beta Wolf Tax""", the title of the passive above the Passive detail.,the passive name is missing in the details,yes,no,derick maradiaga
,10/15/2024,UI,UI seemes to be glitching,No glitching happening and game to run smoothly,Glitching continued not exactly sure why,Yes,No,Yareli Martinez
,10/15/2024,Main Page,Features could be more public eye appealing,Expect less wording in the main page,Too many words ,Yes,No,Yareli Martinez
1,10/14/2024,Game,"When receiving gold, it covers how much I initially have","For my money bank to be updated quickly, and not cover half of the bank box",It covers how much I initially have and was non stopping adding small amounts of gold,Yes,No,Angel Merchant
4,10/12/2024,Game,Enemy Ai doesnt use buff or debuff/trap cards,cards to be used,cards not used,yes,no,Christopher Morales
5,10/12/2024,Game,"When Rain of Arrows is on field and not triggered when prompt as ai places cards, the ai is limited on placeing  guardain on field even if more are in hand for the ai to use. My just be strategy but can be aloow cheesing of AI ",Ai to place more guardians,limited to 1 placement,yes,no,Christopher Morales
3,10/12/2024,Arena/UI/EndersGate,Improvement: Make the palyers health points a different color from the background,Can see health points during the whole game,Can't see points when health bar depletes,yes,no,Denise Pacheco
,10/15/2024,GAME,Clicking on the Hire Button (or any other button  Set/Activate outstide the blue rectangle in the tutorial,I should be able to click hire,Hire icon will disappear. I can only click the Hire Icon if part of it is in the blue rectangle,yes,no,AB Paxtor Garcia
,10/15/2024,GAME,Alien Adacic's skill of dealing 50% damage two 2 Guardian,I need to select two opposing Guardians to activate the effect,"Nah, I just selected one, and it worked. I assume the text is meant to say ""Select up to 2 Guardians…"" instead of ""Select 2 Guardian",yes ,no ,AB Paxtor Garcia
1,10/13/2024,MainMenu/UI,Dismiss Tutorial Permanently,A button to stop popup,Play tutorial message always shows on menu startup,yes,no,Alessandro Pelayo
2,10/13/2024,MainMenu/UI,Friends Tab Animation Smoothness,Tab opens/closes smoothly,Stops momentarily then continues to open,yes,no,Alessandro Pelayo
2,10/13/2024,Game,user case: Game tends to lag spike,"Draw cards, choose cards to play or attack, and switch between player and AI","Game usually lags when switching between these actions, sometimes causing me confusion when an action doesn't register immediately and I attempt to perform other actions after",yes,no,Crayn Sanchez
3,10/15/2024,Game,Turn Length,Turn length lasts longer or adds more time when changing phase,Shared time for turn,yes,no,Robert Stevenson
4,10/14/2024,Arena/Matchmaking,"When attempting to join an arena match, the matchmaking queue gets stuck at “Searching for opponent”.",Matchmaking should successfully find an opponent within a reasonable time frame.,Queue remains stuck for over 5 minutes without finding an opponent.,Yes,Yes,Shervin
3,10/13/2024,Login,Unable to search through wallets,text that I'm typing to appear in the wallet search bard,nothing,yes,no,Dakota Wagner
4,10/13/2024,Main Page,Open main menu after declining tutorial,remember my answer,asks me every time if I want to play tutorial,yes,no,Dakota Wagner
5,10/13/2024,Login,Reloading page,Remember that I logged in literally 30 seconds ago,makes me re-login every single time,yes,no,Dakota Wagner
